age,income,loan_amount,credit_score,employment_years,existing_debt,has_coapplicant,previous_defaults,marital_status,education_level,approved
58,46549,12343,488,1,16319,0,1,single,bachelor,0
54,56498,22757,725,4,0,1,0,single,high_school,1
23,51610,12754,378,4,13004,0,0,single,bachelor,0
69,73585,25820,481,5,6294,1,0,single,high_school,1
43,29020,9890,798,2,6765,0,0,married,high_school,0
51,47068,20021,370,2,0,0,0,married,high_school,0
62,21907,4974,547,4,0,1,0,married,high_school,1
23,28406,19696,445,4,3456,0,0,married,master,1
54,67762,13861,595,3,6728,0,0,married,master,0
50,36663,10242,769,1,0,0,0,married,high_school,1
39,30539,500,805,1,0,0,0,single,high_school,0
38,8000,9965,492,1,8930,0,0,married,high_school,0
23,30360,13708,367,1,8940,1,0,married,bachelor,1
23,41305,18630,793,4,4036,1,0,married,bachelor,1
65,20567,24488,351,3,10461,0,0,married,high_school,1
21,40270,28280,662,4,0,0,0,married,bachelor,0
47,67871,21970,773,3,2508,0,0,single,bachelor,1
28,32269,7503,820,3,16535,0,1,single,master,1
47,28019,9562,730,3,5478,0,0,married,high_school,1
48,24770,17911,597,0,5884,0,0,married,high_school,0
41,24448,16157,734,6,21142,0,1,married,high_school,0
26,54640,25027,497,4,0,0,0,single,master,1
20,45876,31835,427,1,10575,0,0,single,bachelor,1
68,62223,30137,831,6,16648,0,0,married,bachelor,1
48,81357,23952,710,1,2726,1,0,married,high_school,1
57,12053,16223,364,3,11017,0,0,married,high_school,1
54,51841,22795,540,6,0,0,0,single,high_school,0
53,24865,25292,668,3,193,0,0,single,bachelor,0
41,59200,10822,835,1,7695,0,0,married,high_school,1
48,40106,7739,683,4,10590,0,0,single,high_school,1
23,45492,5861,730,1,12847,0,0,married,bachelor,1
19,21903,4989,382,4,15987,1,1,married,high_school,0
37,37324,944,585,5,4528,0,0,single,high_school,1
45,46614,13999,833,1,13355,0,0,married,high_school,0
28,69409,4002,758,2,2604,0,0,married,bachelor,1
21,30698,5732,511,5,11315,1,1,single,bachelor,0
32,35088,17610,425,9,6452,1,0,single,master,1
23,61997,13453,712,5,8120,1,0,single,bachelor,1
66,29532,15437,798,4,7965,0,0,married,master,0
47,65563,22921,724,4,0,1,0,married,master,1
55,44836,18916,842,4,0,0,0,married,bachelor,1
68,50456,24151,457,3,5718,0,0,married,master,1
19,51615,12640,411,2,0,1,0,married,high_school,1
32,33908,24894,701,2,10818,1,0,married,high_school,1
28,52018,14878,421,7,11101,0,0,married,high_school,1
25,31097,13350,572,4,7290,0,0,single,bachelor,1
43,35962,23692,593,3,0,0,0,married,bachelor,1
68,55056,5023,697,1,14661,0,0,married,bachelor,0
62,50281,28189,770,1,19260,0,0,married,high_school,1
61,43651,9743,506,2,6030,1,0,married,high_school,1
22,22343,2255,409,2,8574,0,0,single,high_school,1
23,26835,17228,739,4,6412,1,0,married,bachelor,1
43,49981,8981,577,3,8713,1,0,single,high_school,1
21,58179,28206,781,4,4163,0,0,married,master,1
36,25026,8537,413,6,4758,1,0,married,high_school,1
37,29883,14516,776,2,11340,0,0,married,high_school,1
50,47415,595,620,5,21419,0,0,married,master,1
37,47030,18503,478,1,0,0,0,married,high_school,0
66,15769,5781,518,4,4273,0,1,single,high_school,0
29,47908,17547,827,2,0,1,0,widowed,bachelor,1
64,34229,8573,791,5,16144,1,1,married,high_school,1
18,74539,500,360,2,886,0,0,married,phd,1
43,49486,13050,353,4,0,1,0,single,bachelor,0
31,52587,12691,837,2,9467,0,0,married,high_school,1
55,53052,19049,364,6,17210,1,0,single,bachelor,1
54,23149,24448,470,2,9645,0,0,married,high_school,1
28,79990,27299,572,0,6434,0,0,single,bachelor,1
53,15788,18913,834,2,7864,0,0,married,master,0
30,59323,14229,690,3,14904,0,0,married,master,1
60,56136,581,626,2,0,0,0,single,high_school,1
20,36414,13616,407,4,4217,1,0,married,high_school,1
50,56996,13720,461,2,1831,0,0,married,high_school,1
23,39284,10411,751,2,0,1,0,single,bachelor,1
67,32842,17064,505,4,2701,1,0,married,bachelor,1
27,53452,20975,315,1,12754,0,0,single,high_school,0
22,26882,5453,626,1,8966,0,0,single,master,1
40,40963,5328,301,4,9510,1,0,single,high_school,1
27,34305,10886,309,3,6025,0,0,married,none,1
61,38952,7078,733,8,8663,0,0,single,high_school,1
19,52789,500,424,1,0,0,0,married,high_school,0
30,34301,4027,380,4,2833,0,0,married,high_school,1
57,41538,2141,784,2,6344,1,0,single,bachelor,1
19,35943,21668,449,2,6943,0,0,married,high_school,1
37,70992,25623,639,3,7241,0,0,single,high_school,0
18,51167,3237,428,4,4032,0,0,married,bachelor,1
54,48961,16369,737,3,2358,1,1,single,high_school,0
26,57302,18988,800,4,27104,1,0,single,bachelor,1
34,34306,500,357,5,11348,0,0,married,high_school,1
26,60467,13288,497,5,7892,0,0,divorced,bachelor,1
28,51231,32268,510,2,3368,0,0,single,master,0
32,16904,17417,344,5,1841,0,0,married,high_school,1
41,19295,10038,396,3,4084,0,0,single,bachelor,0
55,34699,7519,578,5,7050,1,0,married,master,0
52,21222,500,834,3,0,0,0,married,bachelor,1
47,40711,15764,709,6,0,0,0,single,high_school,1
48,26753,27583,760,1,542,1,0,single,high_school,0
66,43241,5492,690,1,6450,0,1,single,bachelor,0
22,70411,500,343,4,3325,0,0,single,master,1
61,44111,6686,326,3,15347,0,0,single,high_school,1
67,39547,19053,396,7,0,0,0,married,high_school,1
31,51988,8572,847,2,0,1,0,widowed,high_school,1
28,32464,5436,518,0,15641,0,0,single,high_school,0
26,60181,12153,484,2,5918,0,0,married,high_school,1
51,53914,13838,368,3,11194,0,0,married,high_school,1
29,45700,893,429,2,19359,1,0,divorced,high_school,1
52,47778,10262,633,3,143,0,1,married,high_school,0
52,81751,8022,453,3,4305,0,0,married,master,1
18,61962,6873,846,1,3093,1,0,married,high_school,1
57,84591,3864,378,4,0,0,0,single,high_school,1
39,54577,19530,712,4,2827,1,0,single,high_school,1
46,18510,6845,845,4,11167,0,0,single,master,1
25,40281,500,468,3,8784,0,1,single,bachelor,0
28,14396,14114,814,2,9334,0,0,married,bachelor,1
58,54509,17802,613,2,2371,0,0,single,high_school,0
54,58417,5632,331,2,407,0,0,married,master,1
31,29054,7523,586,0,13885,0,0,single,high_school,1
47,33199,6808,342,4,1519,0,0,divorced,high_school,1
52,47678,9227,300,2,7059,0,1,married,bachelor,0
38,23434,20855,569,4,6143,0,0,single,master,1
54,22083,11088,479,2,15232,1,0,single,bachelor,1
22,67295,18717,817,7,11800,0,0,married,master,1
36,47065,4249,402,5,0,1,0,single,master,1
31,34954,8930,309,3,0,0,0,single,high_school,1
43,14542,19632,389,1,9052,0,0,single,high_school,0
21,60342,5555,525,4,4550,0,0,divorced,none,1
42,32679,20097,425,1,1814,1,0,married,master,1
62,78492,6973,508,2,12109,1,0,married,high_school,1
59,60468,9427,396,2,6312,0,0,married,master,1
42,30453,25361,373,4,5367,1,0,divorced,high_school,1
35,32122,8513,490,5,10459,0,0,divorced,high_school,0
57,75993,13163,355,2,2374,0,0,divorced,high_school,0
25,43483,16931,331,2,15980,1,0,single,high_school,1
56,35760,13812,826,2,0,1,0,single,master,1
57,45499,14040,583,3,9599,1,0,married,high_school,1
31,35678,11548,793,4,15037,0,0,married,high_school,0
49,49339,1582,486,1,0,0,0,single,high_school,0
68,43635,14786,797,4,2597,0,0,single,high_school,1
55,60759,6140,741,5,12995,0,0,married,high_school,1
50,38006,18206,429,1,13101,1,0,married,high_school,0
40,29073,22976,591,2,3800,0,0,single,master,0
32,38718,500,413,3,0,0,0,married,high_school,1
50,38608,22990,498,1,11692,0,0,married,high_school,0
42,43604,8712,312,3,13285,0,0,married,bachelor,1
34,56422,10952,570,4,0,0,0,single,high_school,1
50,55438,4701,514,4,0,0,0,single,high_school,1
64,66594,13508,743,3,6577,1,0,single,bachelor,1
19,30393,12535,811,5,9406,0,0,married,high_school,1
31,51997,20615,746,1,2907,1,0,married,bachelor,1
57,58092,6069,373,4,9755,0,0,single,bachelor,1
57,32864,25286,836,2,29,0,0,widowed,bachelor,1
68,41263,17318,400,1,0,0,0,single,master,1
56,13500,12728,475,4,2033,1,0,single,high_school,1
68,61323,10554,726,3,5443,0,0,married,high_school,0
23,41121,9547,416,2,3069,0,0,married,high_school,1
23,59518,10069,465,2,0,0,0,single,high_school,0
20,48709,13347,340,1,0,0,0,married,bachelor,1
24,41667,10328,728,2,1401,1,0,married,bachelor,1
68,16330,6876,643,4,11284,1,0,married,bachelor,1
25,19531,13396,723,4,13793,0,0,married,bachelor,1
59,8000,5310,665,6,13314,0,0,single,high_school,1
69,34873,14580,419,1,0,1,0,married,bachelor,1
32,86008,10215,528,4,0,0,0,married,bachelor,1
64,21817,17574,429,0,8476,0,0,single,bachelor,0
46,8000,19913,651,2,9446,0,0,single,high_school,0
